Rank,Name,Revenue ($M),Revenue % change,Profit ($M),Profit % change,Assets ($M),Market Value ($M),Change in rank (1000),Employees,Change in rank (500),Year,Revenue_cat,Filter_cat,Profit ($M)_cat,Assets ($M)_cat,Market Value ($M)_cat,Employees_cat,Revenue_cat_1,Revenue_cat_2,Revenue_cat_3,Filter_cat_0,Filter_cat_1,Filter_cat_2,Profit ($M)_cat_1,Profit ($M)_cat_2,Profit ($M)_cat_3,Profit ($M)_cat_4,Profit ($M)_cat_5,Assets ($M)_cat_1,Assets ($M)_cat_2,Assets ($M)_cat_3,Assets ($M)_cat_4,Assets ($M)_cat_5,Market Value ($M)_cat_1,Market Value ($M)_cat_2,Market Value ($M)_cat_3,Market Value ($M)_cat_4,Market Value ($M)_cat_5,Employees_cat_1,Employees_cat_2,Employees_cat_3,Employees_cat_4,Employees_cat_5
943,Foundation Building Materials,2060.9,48.0,82.5,0.0,1354.2,639.1,0,3782,0,2018,1,0,2,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
944,Kennametal,2058.4,-1.9,49.1,0.0,2415.5,3276.0,-32,10744,0,2018,1,0,2,1,2,3,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
945,Autodesk,2056.6,1.3,-566.9,0.0,4113.6,27417.6,-17,8800,0,2018,1,0,1,2,5,3,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
946,Ply Gem Holdings,2056.3,7.6,68.3,-9.5,1319.6,1480.8,15,9471,0,2018,1,0,2,1,1,3,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
947,Central Garden & Pet,2054.5,12.3,78.8,77.1,1306.9,2099.1,42,4050,0,2018,1,0,2,1,2,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
948,Matson,2046.9,5.4,232.0,188.2,2247.5,1221.5,6,1947,0,2018,1,0,3,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
949,EchoStar,2039.0,-33.3,392.6,118.2,8750.0,5060.5,-230,2100,0,2018,1,0,4,4,3,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
950,Genesis Energy,2028.4,18.4,82.6,-27.0,7137.5,2416.0,0,2100,0,2018,1,0,2,4,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
951,SVB Financial Group,2022.4,22.6,490.5,28.2,51214.5,12694.1,0,2438,0,2018,1,0,4,5,4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
952,Itron,2018.2,0.2,57.3,80.4,2106.1,2799.2,-19,7150,0,2018,1,0,2,1,2,2,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
953,Portland General Electric,2009.0,4.5,187.0,-3.1,7838.0,3613.8,7,2906,0,2018,1,1,3,4,3,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
954,California Resources,2006.0,29.7,-266.0,-195.3,6207.0,777.5,0,1450,0,2018,1,0,1,3,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
955,Esterline Technologies,2005.3,-0.5,111.6,13.9,3120.0,2174.1,-23,13255,0,2018,1,0,2,2,2,4,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
957,AMN Healthcare Services,1988.5,4.5,132.6,25.2,1254.0,2713.7,7,2980,0,2018,1,1,2,1,2,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
958,Griffon,1985.9,1.5,14.9,-50.3,1873.5,866.3,-7,4700,0,2018,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
959,Valhi,1980.0,23.3,207.5,0.0,2907.5,2055.4,0,2790,0,2018,1,0,3,2,2,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
960,Hexcel,1973.3,-1.5,284.0,13.7,2780.9,5790.5,-24,6259,0,2018,1,0,3,2,3,2,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
961,IDEXX Laboratories,1969.1,10.9,263.1,18.5,1713.4,16662.8,0,7600,0,2018,1,0,3,1,5,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
962,Deluxe,1965.6,6.3,230.2,0.3,2208.8,3539.4,16,5886,0,2018,1,0,3,1,3,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
963,M/I Homes,1962.0,16.0,72.1,27.3,1864.8,887.7,0,1238,0,2018,1,0,2,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
964,Kraton,1960.4,12.4,97.5,-9.1,2932.5,1512.1,0,1931,0,2018,1,0,2,2,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
965,Stewart Information Services,1955.7,-2.5,48.7,-12.3,1405.9,1042.1,-30,5960,0,2018,1,0,2,1,1,2,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
966,Marriott Vacations Worldwide,1951.9,7.8,226.8,65.1,2906.2,3534.7,28,11000,0,2018,1,0,3,2,3,3,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
967,SPX FLOW,1951.5,-2.2,46.4,0.0,2689.0,2090.6,-28,7000,0,2018,1,0,2,2,2,2,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
968,ACCO Brands,1948.8,25.2,131.7,37.9,2799.1,1353.2,0,6620,0,2018,1,0,2,2,1,2,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
969,Echo Global Logistics,1943.1,13.2,12.6,694.1,838.1,773.5,0,2453,0,2018,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
970,Cadence Design Systems,1943.0,7.0,204.1,0.5,2418.7,10414.6,22,7214,0,2018,1,0,3,1,4,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
971,Nuance Communications,1939.4,-0.5,-151.0,0.0,5931.9,4625.8,-18,11600,0,2018,1,0,1,3,3,3,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
972,Finish Line,1934.1,2.4,-18.2,-183.2,746.5,559.2,-4,8200,0,2018,1,0,1,1,1,2,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
973,TransUnion,1933.8,13.4,441.2,265.8,5118.5,10440.6,0,5100,0,2018,1,0,4,3,4,2,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
974,ServiceNow,1933.0,39.0,-149.1,0.0,3397.9,28904.1,0,6222,0,2018,1,0,1,2,5,2,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
975,Summit Materials,1932.6,18.8,121.8,231.2,3787.3,3341.9,0,6000,0,2018,1,2,2,2,2,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
976,Engility Holdings,1931.9,-7.0,-35.2,0.0,2026.0,899.4,-61,8700,0,2018,1,1,1,1,1,3,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
977,Ferrellgas Partners,1930.3,-5.3,-54.2,0.0,1610.0,303.1,-51,3891,0,2018,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
979,Stepan,1925.0,9.0,91.6,6.3,1470.9,1874.6,0,2096,0,2018,1,0,2,1,2,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
980,Oceaneering International,1921.5,-15.4,166.4,576.8,3024.0,1826.7,-109,8200,0,2018,1,0,3,2,2,2,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
981,Cimarex Energy,1918.2,52.6,494.3,0.0,5042.6,8923.5,0,910,0,2018,1,0,4,3,4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
982,Rexnord,1918.2,-0.3,74.1,9.1,3539.3,3086.1,-24,8000,0,2018,1,0,2,2,2,2,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
983,Beazer Homes USA,1916.3,5.2,31.8,577.9,2221.0,536.2,7,1100,0,2018,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
984,MKS Instruments,1916.0,47.9,339.1,223.6,2414.0,6301.6,0,4923,0,2018,1,0,4,1,3,2,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
985,Vail Resorts,1907.2,19.1,210.6,40.6,4110.7,8961.6,0,20150,0,2018,1,0,3,2,4,4,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
987,TopBuild,1906.3,9.4,158.1,117.8,1749.5,2724.9,0,8400,0,2018,1,0,2,1,2,3,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
988,Brown & Brown,1881.3,6.5,399.6,55.2,5747.6,7025.0,0,8491,0,2018,1,0,4,3,4,3,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
989,Aerojet Rocketdyne Holdings,1877.2,6.6,-9.2,-151.1,2258.7,2113.4,0,5157,0,2018,1,1,1,1,2,2,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
990,Barnes & Noble Education,1874.4,0.0,5.4,0.0,1299.8,323.2,0,13375,0,2018,1,0,1,1,1,4,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
991,Superior Energy Services,1874.1,29.2,-205.9,0.0,3110.2,1300.2,0,6400,0,2018,1,0,1,2,1,2,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
992,VeriFone Systems,1871.0,-6.1,-173.8,0.0,2322.2,1697.8,-51,5600,0,2018,1,0,1,1,2,2,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
993,Children's Place,1870.3,4.8,84.7,-17.2,940.2,2329.6,0,9800,0,2018,1,1,2,1,2,3,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
994,Tribune Media,1867.1,-14.1,194.1,1262.6,8169.3,3544.2,-98,6000,0,2018,1,0,3,4,3,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
995,Healthcare Services Group,1866.1,19.4,88.2,14.0,676.0,3203.6,0,55000,0,2018,1,0,2,1,2,5,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
996,SiteOne Landscape Supply,1861.7,13.0,54.6,78.4,910.7,3083.5,0,3664,0,2018,1,0,2,1,2,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
997,Charles River Laboratories Intl,1857.6,10.5,123.4,-20.3,2929.9,5118.1,0,11800,0,2018,1,0,2,2,3,3,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
998,CoreLogic,1851.1,-5.2,152.2,42.8,4077.4,3693.6,-46,5900,0,2018,1,0,2,2,3,2,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
999,Ensign Group,1849.3,11.8,40.5,-19.0,1102.4,1354.1,0,21301,0,2018,1,0,1,1,1,4,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1000,HCP,1848.4,-27.2,414.2,-34.0,14088.5,10909.7,-202,190,0,2018,1,0,4,4,4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
10,AmerisourceBergen,167939.6,9.7,1658.4,355.0,37669.8,16785.9,2,20500,2,2019,3,0,5,5,5,4,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
16,Cardinal Health,136809.0,5.3,256.0,-80.1,39951.0,14349.5,-2,50200,-2,2019,3,0,3,5,5,5,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
49,Archer Daniels Midland,64341.0,5.8,1810.0,13.5,40833.0,24156.7,-1,31600,-1,2019,3,0,5,5,5,5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
51,Centene,60116.0,23.8,900.0,8.7,30901.0,21939.7,10,47300,10,2019,3,0,5,5,5,5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
56,Humana,56912.0,5.8,1683.0,-31.3,25413.0,36079.6,0,41600,0,2019,3,0,5,5,5,5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
83,World Fuel Services,39750.3,18.0,127.7,0.0,5676.9,1940.6,8,5000,8,2019,3,0,2,3,2,2,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
88,Tech Data,37239.0,1.3,340.6,192.0,12986.6,3779.0,-5,14000,-5,2019,3,0,4,4,3,4,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
94,Plains GP Holdings,34055.0,29.9,334.0,0.0,26830.0,3974.4,21,4900,21,2019,3,0,4,5,3,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
107,Rite Aid,30215.4,-8.0,943.5,23178.3,8989.3,685.7,-13,48410,-13,2019,3,1,5,4,1,5,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
109,Arrow Electronics,29676.8,10.7,716.2,78.2,17784.4,6564.4,4,20100,4,2019,3,0,5,5,3,4,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
112,INTL FCStone,27622.7,-6.1,55.5,767.2,7824.7,739.5,-9,1701,-9,2019,3,0,2,4,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
113,PBF Energy,27186.1,24.8,128.3,-69.1,8005.4,3732.0,22,3266,22,2019,3,0,2,4,3,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
125,US Foods Holding,24175.0,0.1,407.0,-8.4,9186.0,7597.8,-4,24900,-4,2019,3,0,4,4,4,5,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
127,Halliburton,23995.0,16.4,1656.0,0.0,25982.0,25565.5,19,60000,19,2019,3,0,5,5,5,5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
128,Cummins,23771.0,16.4,2141.0,114.3,19062.0,24839.1,21,62610,21,2019,3,0,5,5,5,5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
130,Paccar,23495.7,20.8,2195.1,31.0,25482.4,23630.4,25,28000,25,2019,3,0,5,5,5,5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
133,International Paper,23306.0,0.0,2012.0,-6.2,33576.0,18518.9,-9,53000,-9,2019,3,0,5,5,5,5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
136,Penske Automotive Group,22785.1,6.5,471.0,-23.2,10904.5,3756.8,3,27000,3,2019,3,0,4,4,3,5,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
141,ManpowerGroup,21991.2,4.5,556.7,2.1,8519.8,4964.7,2,30000,2,2019,3,0,4,4,3,5,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
145,AutoNation,21412.8,-0.6,396.0,-8.9,10665.1,3216.9,-7,26000,-7,2019,3,1,4,4,2,5,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
154,Lennar,20571.6,62.7,1695.8,109.2,28566.2,15513.8,76,11626,76,2019,3,0,5,5,5,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
155,WellCare Health Plans,20414.1,20.0,439.8,17.7,11764.7,13569.0,15,12000,15,2019,3,0,4,4,4,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
164,Fluor,19166.6,-1.8,224.8,17.5,8913.6,5137.6,-11,53349,-11,2019,3,0,3,4,3,5,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
165,Avnet,19036.9,-16.8,-156.4,-129.8,9596.8,4702.5,-37,15400,-37,2019,3,0,1,4,3,4,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
166,Icahn Enterprises,18979.0,-12.7,1507.0,-38.0,23396.0,13874.6,-30,29034,-30,2019,3,0,5,5,5,5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
168,Molina Healthcare,18890.0,-5.0,707.0,0.0,7154.0,8890.9,-16,11000,-16,2019,3,0,5,4,4,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
169,Genuine Parts,18735.1,14.9,810.5,31.4,12683.0,16350.1,8,50000,8,2019,3,0,5,4,5,5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
171,Kimberly-Clark,18486.0,1.2,1410.0,-38.1,14518.0,42635.2,-8,41000,-8,2019,3,0,5,5,5,5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
174,CarMax,17976.8,8.1,664.1,5.9,17486.3,11690.0,0,25110,0,2019,3,0,5,5,4,5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
175,HollyFrontier,17714.7,24.3,1098.0,36.3,10994.6,8413.6,31,3622,31,2019,3,0,5,4,4,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
176,Performance Food Group,17619.9,5.1,198.7,106.3,4000.9,4170.2,-5,15000,-5,2019,3,0,3,2,3,4,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
177,Sherwin-Williams,17534.5,17.0,1108.7,-37.4,19134.3,39918.5,13,53368,13,2019,3,0,5,5,5,5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
179,NGL Energy Partners,17282.7,32.7,-70.9,-151.7,6151.1,1740.2,44,2400,44,2019,3,0,1,3,2,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
185,C.H. Robinson Worldwide,16631.2,11.8,664.5,31.6,4427.4,11948.8,8,15262,8,2019,3,0,5,3,4,4,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
190,WestRock,16285.1,9.6,1906.1,169.1,25360.5,9793.5,4,45100,4,2019,3,0,5,5,4,5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
191,CDW,16240.5,6.9,643.0,22.9,7167.7,14172.1,-2,9019,-2,2019,3,1,5,4,5,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
194,D.R. Horton,16068.0,14.0,1460.3,40.6,14114.6,15452.2,17,8437,17,2019,3,0,5,4,5,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
200,General Mills,15740.4,0.8,2131.0,28.6,30624.0,30987.4,-18,40000,-18,2019,3,0,5,5,5,5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
203,Goodyear Tire & Rubber,15475.0,0.6,693.0,100.3,16872.0,4215.6,-16,64000,-16,2019,3,0,5,5,3,5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
205,PPG Industries,15374.0,2.7,1341.0,-15.7,16015.0,26648.8,-14,47300,-14,2019,3,0,5,5,5,5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
213,Waste Management,14914.0,3.0,1925.0,-1.2,22650.0,44128.7,-11,43700,-11,2019,3,0,5,5,5,5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
217,CBS,14514.0,-1.3,1960.0,449.0,21859.0,17727.3,-20,14750,-20,2019,3,0,5,5,5,4,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
218,Parker-Hannifin,14302.4,18.9,1060.8,7.9,15320.1,22201.7,38,57170,38,2019,3,0,5,5,5,5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
220,DTE Energy,14212.0,12.7,1120.0,-1.2,36288.0,22854.2,12,10600,12,2019,3,0,5,5,5,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
222,United States Steel,14178.0,15.7,1115.0,188.1,10982.0,3378.5,24,29000,24,2019,3,0,5,4,2,5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
225,Qurate Retail,14070.0,35.2,916.0,-62.5,17841.0,6961.7,63,27226,63,2019,3,0,5,5,4,5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
227,Arconic,14014.0,8.1,642.0,0.0,18693.0,8658.4,-2,43000,-2,2019,3,0,5,5,4,5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
228,Stanley Black & Decker,13982.4,9.7,605.2,-50.6,19408.0,20610.3,0,60767,0,2019,3,0,4,5,5,5,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
229,Textron,13972.0,-1.6,1222.0,298.0,14264.0,11846.7,-21,35000,-21,2019,3,0,5,5,4,5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
232,DISH Network,13621.3,-5.4,1575.1,-24.9,30587.0,14827.5,-29,16000,-29,2019,3,0,5,5,5,4,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
234,Kellogg,13547.0,4.8,1336.0,5.3,17780.0,19722.6,-8,34000,-8,2019,3,0,5,5,5,5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
236,Alcoa,13403.0,15.0,227.0,4.6,15938.0,5224.1,26,14000,26,2019,3,0,3,5,3,4,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
237,Anadarko Petroleum,13382.0,12.4,615.0,0.0,40376.0,22828.2,20,4700,20,2019,3,0,4,5,5,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
241,L Brands,13236.9,4.8,643.9,-34.5,8090.2,7589.9,-10,57200,-10,2019,3,2,5,4,4,5,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
242,Henry Schein,13202.0,5.9,535.9,31.9,8500.5,9100.9,-4,22600,-4,2019,3,0,4,4,4,4,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
245,BJ's Wholesale Club,13007.3,2.0,127.3,153.0,3239.3,3776.6,0,26383,0,2019,3,0,2,2,3,5,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
248,Viacom,12943.0,-2.4,1719.0,-8.3,23783.0,11530.7,-27,10880,-27,2019,3,0,5,5,4,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
250,Core-Mark Holding,12903.9,5.6,45.5,35.8,1666.1,1703.2,-3,8087,-3,2019,3,0,2,1,2,2,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
254,Global Partners,12672.6,42.1,103.9,76.9,2424.3,668.4,77,2500,77,2019,3,0,2,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
256,Oneok,12593.2,3.4,1151.7,197.0,18231.7,28746.9,-7,2684,-7,2019,3,0,5,5,5,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
257,Murphy USA,12524.0,15.4,213.6,-12.9,2360.8,2755.6,22,6800,22,2019,3,0,3,1,2,2,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
259,Consolidated Edison,12337.0,2.5,1382.0,-9.4,53920.0,27230.6,-4,15307,-4,2019,3,0,5,5,5,4,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
262,LKQ,11876.7,20.6,480.1,-10.0,11393.4,8926.4,38,51000,38,2019,3,0,4,4,4,5,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
263,FirstEnergy,11864.0,-12.9,1348.0,0.0,40063.0,22059.6,-44,12494,-44,2019,3,0,5,5,5,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
264,Steel Dynamics,11821.8,23.9,1258.4,54.8,7703.6,7862.8,48,8200,48,2019,3,2,5,4,4,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
265,Lithia Motors,11821.4,17.2,265.7,8.4,5384.0,2147.0,29,13643,29,2019,3,0,3,3,2,4,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
